59	18	4
58	61	5
66	1	3
72	89	3
90	96	4
56	96	5
64	77	3
16	31	5
64	1	4
92	87	3
21	100	5
64	64	4
94	31	4
38	95	5
94	61	5
76	89	4
1	12	5
16	96	5
74	9	4
59	71	3
5	1	4
7	78	3
1	60	5
83	77	4
18	69	3
43	7	4
92	46	4
8	56	5
70	69	4
85	83	4
38	71	5
24	9	5
67	64	5
10	22	5
13	71	4
83	43	4
64	70	5
1	39	4
59	92	5
7	92	5
5	80	2
79	13	3
56	91	4
5	17	4
23	90	2
92	96	4
87	55	4
2	50	5
49	17	2
70	89	4
11	22	4
41	100	4
13	40	2
18	86	4
16	89	2
90	83	5
13	48	5
90	45	3
37	79	4
87	68	3
6	32	4
77	52	5
72	79	4
48	28	2
82	11	4
58	64	5
97	32	5
54	50	5
98	47	4
87	88	5
44	55	4
94	12	4
92	11	4
17	9	3
49	68	1
42	25	3
25	13	4
56	94	4
97	97	5
55	56	4
5	100	5
13	100	5
20	1	3
24	64	5
94	39	3
42	48	5
43	95	4
62	24	4
90	86	5
57	100	5
12	15	5
11	100	4
5	79	3
99	100	5
71	89	5
42	98	4
4	50	5
12	82	4
56	64	5
23	99	4
43	47	1
60	77	4
85	51	2
92	81	3
71	65	5
24	25	4
76	59	4
91	82	5
92	73	3
13	42	4
69	56	5
11	90	2
89	83	4
69	48	5
43	51	1
82	73	4
49	55	4
6	87	4
83	97	4
64	2	3
42	69	4
77	69	3
7	81	5
84	64	5
73	56	4
27	100	5
87	96	5
94	63	3
6	14	5
10	1	4
62	4	4
14	42	4
82	56	3
59	45	5
49	52	2
1	90	4
90	17	4
90	14	5
1	27	2
62	21	3
94	45	5
28	95	3
58	45	5
11	94	3
17	13	3
59	98	5
16	55	5
58	9	4
18	1	5
87	63	4
84	31	4
95	96	4
6	95	2
18	70	4
43	15	5
59	65	4
85	95	4
96	96	4
56	69	4
18	64	5
43	40	3
42	82	4
94	88	3
43	50	4
26	100	5
97	98	4
96	8	5
87	73	3
64	71	3
69	9	4
11	97	4
16	9	5
52	95	4
59	13	5
7	72	5
49	95	2
49	72	2
77	4	3
13	94	3
43	52	4
95	24	3
56	31	4
94	52	5
37	22	5
23	83	4
95	69	5
1	73	3
58	69	1
76	98	5
87	87	4
87	33	3
92	32	3
22	29	1
42	99	5
16	51	4
92	43	3
69	12	5
62	55	5
92	98	5
43	66	4
1	67	3
80	45	4
5	40	4
43	14	2
87	40	3
77	91	3
81	3	4
43	1	5
1	84	4
31	79	2
94	96	3
1	81	5
62	68	1
38	94	5
82	13	2
14	50	5
14	70	1
1	86	5
44	9	5
64	9	4
95	68	4
7	53	5
79	50	4
1	51	4
8	22	5
10	13	3
76	23	5
99	56	5
76	61	4
43	63	3
37	56	5
64	96	4
16	8	5
22	96	5
63	100	5
28	98	5
56	73	4
13	14	4
26	7	3
59	95	2
43	64	5
28	7	5
23	70	2
15	7	1
56	56	5
62	12	4
99	3	3
44	95	4
23	50	4
1	20	4
49	47	5
44	96	4
63	13	4
77	23	4
65	7	1
49	1	2
83	28	4
14	22	3
41	98	4
49	11	3
73	94	1
23	13	4
14	15	4
55	89	5
93	15	5
62	65	4
7	10	4
13	11	1
12	50	4
1	76	4
1	96	5
28	79	4
44	82	4
60	82	3
13	25	1
92	28	3
59	48	5
92	15	3
16	76	5
92	66	3
57	28	4
56	95	4
23	71	3
8	7	3
26	15	4
20	98	3
62	59	4
90	100	5
64	69	4
51	64	4
30	7	4
85	53	3
13	90	3
59	12	5
62	3	3
10	48	4
68	7	3
94	82	4
81	7	4
59	77	4
73	89	5
28	12	4
18	47	3
72	51	4
48	71	3
21	56	5
26	9	4
59	33	3
14	23	5
6	56	4
14	7	5
6	69	3
99	7	4
83	95	4
89	14	4
65	48	5
62	78	2
85	56	4
87	2	4
6	70	3
14	9	4
13	2	3
85	13	3
94	99	3
94	58	5
21	98	5
64	62	2
1	61	4
10	4	4
56	79	4
6	28	2
38	88	5
23	98	5
70	71	3
38	79	3
82	14	4
95	43	2
45	15	4
15	25	3
7	89	5
64	95	4
62	20	4
24	56	4
97	79	5
64	8	4
67	1	3
37	55	3
18	58	4
90	11	4
1	98	4
52	93	4
94	79	4
62	14	4
83	82	5
23	88	3
7	82	3
59	82	5
90	33	4
56	82	4
71	56	5
94	38	2
52	15	5
66	15	3
95	15	4
65	70	1
68	50	5
85	94	3
30	82	4
53	24	3
49	70	2
90	79	4
99	69	4
1	31	3
99	66	3
44	15	4
5	42	5
99	12	5
18	25	3
76	12	3
56	51	3
5	24	4
13	64	5
94	17	2
64	83	3
20	11	2
82	25	2
95	32	1
1	64	5
16	99	5
71	50	3
10	7	4
43	77	3
41	28	4
7	7	5
23	28	3
10	99	5
83	78	2
13	21	3
92	22	3
5	98	3
13	59	4
49	100	4
38	22	5
44	5	4
97	89	5
30	28	4
90	30	5
43	98	5
89	26	3
8	50	5
79	100	5
43	17	3
72	64	5
49	40	1
82	8	4
97	50	5
5	94	3
19	4	4
62	96	4
2	19	3
6	15	3
87	4	5
62	47	4
64	7	4
90	42	4
43	56	5
99	50	5
23	32	3
49	10	3
13	98	4
1	100	5
1	91	5
56	90	2
60	79	4
13	56	5
94	55	4
87	8	5
72	45	5
72	28	4
44	91	2
1	54	3
85	8	4
85	71	4
59	39	4
90	12	5
42	44	3
94	24	4
38	28	4
63	50	4
56	88	1
54	1	4
85	87	4
94	56	5
60	50	5
13	22	4
25	7	4
70	1	4
85	69	4
66	24	3
1	71	3
83	2	4
18	66	3
1	8	1
7	99	5
24	11	5
56	22	5
14	32	5
13	8	4
56	89	4
77	15	2
60	8	3
18	9	5
72	1	4
95	98	4
10	82	4
83	15	4
58	7	5
10	93	4
65	77	5
56	42	4
1	28	4
17	7	4
16	95	5
44	99	4
7	56	5
7	96	5
94	93	4
76	60	4
1	79	4
59	83	4
95	63	3
7	86	4
93	14	4
43	88	5
94	7	4
42	15	4
23	91	4
10	9	4
31	32	5
54	100	5
70	15	3
70	79	4
1	37	2
56	53	3
87	48	4
17	100	4
13	49	4
87	56	4
57	8	4
52	100	4
62	70	3
58	25	4
65	65	3
87	89	4
90	20	4
49	42	4
13	91	2
2	1	4
73	82	2
65	98	4
13	1	3
1	55	5
59	3	4
83	4	2
70	99	4
43	100	4
49	82	1
53	7	3
95	52	4
90	60	4
58	70	4
32	9	3
81	1	4
92	5	4
59	89	5
7	27	4
75	79	5
13	95	5
53	15	5
95	51	4
76	70	4
21	15	4
89	13	2
10	85	4
69	50	5
18	72	3
90	57	5
94	98	4
77	28	5
70	88	4
94	90	3
12	69	5
24	71	5
82	50	5
18	100	5
9	50	5
96	42	1
52	13	5
97	83	1
62	69	4
85	23	4
83	31	5
69	7	5
44	7	5
23	55	4
51	50	5
60	9	5
20	82	4
7	31	4
84	25	3
13	37	1
59	24	4
60	30	5
65	87	5
68	25	4
90	10	5
92	50	5
22	24	5
1	59	5
6	21	3
42	83	4
2	10	2
80	64	5
16	12	5
62	44	3
92	39	3
18	23	4
89	25	5
7	52	4
59	97	5
49	2	1
83	50	3
94	97	4
22	94	3
92	7	4
7	80	4
57	1	5
6	79	3
84	1	2
62	62	3
62	50	5
73	1	2
94	51	3
7	29	3
9	7	4
94	49	4
59	68	2
20	22	5
38	35	5
42	43	2
45	13	5
1	75	4
6	64	4
1	95	4
1	94	2
23	14	4
22	2	2
1	46	4
42	64	5
13	70	3
5	25	3
82	79	3
49	93	5
62	83	5
22	53	3
11	83	5
89	100	5
16	87	4
95	67	2
1	25	4
64	28	4
73	59	5
76	96	5
59	64	5
84	98	4
77	98	4
62	98	4
43	86	4
1	68	4
48	98	5
62	91	4
60	97	3
25	98	5
82	100	5
65	63	2
59	87	4
13	99	4
42	73	4
43	97	5
1	13	5
59	9	4
81	25	5
59	96	5
95	22	4
57	15	4
92	68	3
76	42	3
63	15	3
38	78	5
85	100	3
12	88	5
15	15	4
83	71	3
44	71	3
25	86	4
6	1	4
48	56	3
1	35	1
76	7	4
26	1	3
65	28	4
49	71	3
11	58	3
92	29	3
10	60	3
76	77	2
63	3	2
57	11	3
94	22	4
13	28	5
94	11	5
43	9	4
85	99	5
25	23	4
10	23	5
18	48	4
13	62	5
94	29	2
24	98	5
11	15	5
6	9	4
72	23	4
13	13	5
11	54	3
52	22	5
64	87	4
7	39	5
7	51	2
92	55	3
64	10	5
87	80	4
23	96	4
76	93	4
65	73	4
85	64	5
42	87	4
11	8	4
65	64	5
1	34	2
7	70	1
92	82	2
24	92	5
63	25	4
90	59	5
53	25	4
59	11	5
85	82	3
13	87	5
82	99	4
82	81	3
57	24	3
77	1	5
89	86	5
81	42	4
62	76	4
23	59	4
37	68	5
13	68	3
27	50	3
28	31	4
54	24	1
92	47	4
91	98	5
67	24	4
13	32	4
37	89	4
41	96	4
91	22	5
18	98	5
92	72	3
1	63	2
65	69	3
20	94	2
49	13	3
55	79	5
60	73	4
75	13	5
87	49	5
95	73	4
11	25	3
95	31	4
37	62	5
59	69	5
13	9	3
28	28	4
95	94	5
94	80	2
49	77	1
16	4	5
59	51	5
99	28	3
97	96	5
1	77	4
72	5	4
75	1	4
70	28	4
5	95	4
13	12	5
7	98	4
59	86	3
59	1	2
52	19	5
23	95	4
44	87	5
95	28	4
5	21	3
60	70	4
72	15	5
21	50	3
92	38	3
95	78	3
85	28	4
73	32	4
91	50	5
54	7	4
92	4	4
7	64	5
60	69	4
49	50	1
16	79	5
13	50	5
1	4	3
72	9	5
87	22	4
56	87	4
89	50	5
23	62	3
13	58	4
16	39	5
45	50	5
90	26	4
26	50	4
41	58	3
71	52	4
22	21	4
44	31	4
83	79	5
21	9	5
97	1	4
92	63	3
96	83	3
90	52	5
18	15	4
1	32	5
24	8	5
83	88	5
94	91	5
43	28	4
18	59	4
92	9	4
92	95	3
60	23	4
30	29	3
19	8	5
1	5	3
1	45	5
90	89	5
84	79	4
43	82	4
95	97	4
5	50	4
94	41	3
99	22	5
65	1	3
43	58	3
99	64	5
72	25	5
99	25	3
97	23	5
44	25	2
97	100	2
83	70	4
22	89	5
95	72	2
96	7	5
74	13	4
24	69	5
23	8	4
90	56	5
1	58	4
6	7	2
59	4	4
2	25	4
42	58	5
94	83	4
59	56	5
42	97	3
46	100	4
24	41	5
92	12	5
1	89	5
7	73	3
23	89	5
11	24	3
72	58	4
43	4	4
58	56	5
1	93	5
92	25	3
53	64	5
59	15	5
65	15	5
11	42	3
46	93	4
92	1	4
94	67	3
62	81	4
10	11	4
91	56	1
90	64	4
10	50	5
24	55	5
94	4	4
49	12	4
78	25	3
65	88	4
85	9	4
42	38	3
92	8	5
59	79	5
56	97	3
13	67	1
43	69	4
41	56	4
1	88	4
64	11	4
44	90	2
85	10	4
27	9	4
50	100	2
92	80	2
20	50	3
84	15	4
25	79	4
59	55	5
66	9	4
8	96	3
87	47	3
44	69	4
43	73	4
7	77	5
94	86	5
79	93	2
85	50	5
85	57	5
98	25	5
38	69	5
16	15	5
92	13	4
32	50	4
59	81	4
5	99	3
11	29	3
7	97	5
49	62	2
46	50	4
16	11	5
60	95	4
90	97	5
87	100	5
69	79	4
37	50	5
11	98	2
1	30	3
89	1	5
37	96	4
11	86	4
94	72	3
79	1	4
81	100	3
49	8	3
89	66	3
64	97	3
82	9	4
70	63	3
18	6	5
70	83	4
99	92	4
92	71	5
13	92	3
57	64	5
94	66	2
94	47	5
18	91	3
49	96	1
13	23	5
29	79	4
13	96	4
5	29	4
18	8	5
83	66	4
89	7	5
37	27	4
10	40	4
92	54	3
13	86	1
24	58	3
7	71	5
49	54	2
84	100	4
49	57	4
92	49	3
18	61	4
30	2	3
72	50	2
55	7	3
62	1	2
44	98	2
18	28	3
7	100	5
44	97	2
1	38	3
95	50	5
16	1	5
7	25	3
98	88	3
1	99	3
44	81	4
71	98	4
41	97	3
83	25	2
43	12	5
54	25	4
85	65	3
95	65	4
13	4	5
79	10	5
77	42	5
44	24	3
59	90	2
62	97	2
83	64	5
43	79	4
6	12	4
1	11	2
73	96	2
22	4	5
11	79	4
1	83	3
59	60	5
72	7	1
8	82	5
94	42	4
92	51	4
60	96	4
18	52	5
43	70	4
60	89	5
21	53	4
74	7	4
64	89	3
69	42	5
87	72	3
58	1	5
82	71	4
1	3	4
84	87	5
62	53	2
82	22	3
90	8	5
11	52	3
21	5	2
77	96	3
87	13	3
60	59	5
6	50	4
90	18	3
85	42	3
18	81	3
82	21	1
95	82	3
7	68	4
11	70	4
8	55	5
59	42	5
18	4	3
49	99	4
18	83	5
89	88	4
94	77	3
85	27	4
23	7	4
75	25	5
5	63	1
11	57	2
95	71	5
68	9	4
29	12	5
7	69	5
11	56	4
16	71	5
59	22	4
83	69	4
13	7	2
94	71	4
92	78	3
13	39	3
91	79	5
59	28	5
10	59	4
18	50	4
62	56	5
56	28	5
64	81	4
92	100	5
42	66	4
77	97	2
43	25	5
50	15	2
94	54	4
10	69	4
64	48	5
80	79	4
64	32	1
62	7	4
42	2	5
75	56	5
92	92	4
13	33	5
1	52	4
13	79	3
95	62	4
59	53	5
72	81	3
80	86	5
82	87	3
18	42	3
83	56	1
22	68	4
18	45	5
30	50	3
96	89	5
94	32	5
95	49	3
70	91	3
76	6	5
63	79	3
1	87	5
69	98	5
70	94	3
23	79	4
24	97	4
11	28	5
92	69	5
64	79	4
56	50	5
45	24	3
81	79	5
2	100	5
4	11	4
42	54	4
59	44	4
87	27	4
59	91	4
1	2	3
25	82	4
1	48	5
10	12	5
85	79	3
77	25	2
41	50	5
94	25	3
53	50	4
7	91	3
18	56	5
23	100	5
64	91	4
14	96	4
82	28	3
1	50	5
30	69	5
72	77	4
13	69	4
45	7	3
38	84	5
58	98	4
63	10	4
13	17	1
52	7	5
59	52	4
97	69	5
65	66	3
11	39	3
87	38	5
18	60	4
18	22	5
56	62	5
25	1	5
16	58	4
71	14	5
6	13	2
62	72	3
22	17	4
7	11	3
57	50	5
13	82	2
82	1	4
37	7	4
18	88	3
18	94	3
87	66	5
16	33	2
22	50	5
13	60	4
24	12	5
28	5	3
24	7	4
51	83	5
11	11	2
21	1	5
22	62	4
99	98	5
1	21	1
94	94	2
15	50	5
60	12	4
7	62	3
6	89	4
64	50	5
14	25	2
7	12	5
58	12	5
82	7	3
62	22	4
59	58	4
49	91	5
1	41	2
84	70	5
12	4	5
91	31	5
24	79	4
62	9	4
10	33	4
6	47	3
67	25	4
64	98	4
63	14	4
73	64	5
87	62	5
72	98	5
60	15	4
23	73	3
18	65	5
16	66	4
56	66	3
1	26	3
7	23	3
5	70	4
95	89	3
95	58	3
94	81	4
13	83	2
89	49	4
16	98	5
44	1	4
62	13	4
28	56	5
76	56	5
71	100	4
59	73	4
1	15	5
13	53	1
42	1	5
5	66	1
95	91	5
21	7	5
95	8	5
44	22	4
14	12	5
26	14	3
59	32	4
93	1	5
16	100	5
15	13	1
18	79	4
20	15	4
59	99	4
62	64	4
90	23	5
53	96	4
95	70	4
62	71	4
37	82	1
52	25	5
1	18	4
64	22	4
1	29	1
95	25	3
92	91	3
62	15	2
18	32	2
43	3	2
44	64	5
28	11	4
82	97	4
6	71	4
42	71	4
90	19	3
56	67	2
23	56	4
95	77	4
44	50	5
70	8	4
83	38	5
18	95	4
72	2	3
49	80	1
92	40	3
65	9	5
6	22	3
99	1	4
1	43	4
70	95	4
60	7	5
91	69	5
23	19	4
22	85	5
1	66	4
96	56	5
49	85	3
65	50	5
28	96	5
78	93	4
92	56	5
96	98	5
14	19	5
76	24	2
92	44	3
49	25	2
1	19	5
97	82	4
64	31	4
84	95	4
59	61	4
8	11	3
11	69	3
49	90	1
56	11	4
77	31	3
71	6	3
79	19	5
92	64	4
89	15	5
72	56	5
13	38	3
49	98	4
37	92	4
95	95	3
92	58	4
1	9	5
1	42	5
64	82	3
82	3	2
63	1	3
12	98	5
90	65	4
38	70	5
70	24	4
71	64	4
84	4	3
94	53	4
77	56	4
13	78	1
85	52	3
15	14	4
90	70	5
66	50	5
59	30	5
42	86	3
1	22	4
32	7	4
90	69	1
1	16	5
56	78	3
49	4	2
55	50	4
87	21	3
13	89	4
42	50	5
1	40	3
58	11	5
13	51	3
23	82	3
11	88	3
95	99	4
65	25	4
7	4	5
87	50	5
7	50	5
26	24	3
72	97	4
1	57	5
1	7	4
43	8	4
92	65	4
85	14	4
21	17	4
44	67	3
72	69	4
59	59	5
55	22	5
10	70	4
6	8	4
38	97	5
13	5	1
94	69	3
14	81	5
7	9	5
85	30	3
44	100	5
10	32	4
57	42	5
44	89	5
2	14	4
7	47	5
62	82	4
87	94	4
80	100	5
